,transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,quantity,rate,total_amt,store_type,prod_cat,prod_subcat,dob,gender,city_code
2894,98577349267,266975,2013-04-10,5,3,-4,-1035,-4574.7,e-Shop,Electronics,Computers,1972-09-27,M,4.0
2895,77695448887,267442,2013-04-10,3,2,5,286,1580.15,MBR,Footwear,Women,1989-06-16,M,7.0
2896,72495172898,274376,2013-04-10,2,6,-5,-155,-856.375,MBR,Home and kitchen,Furnishing,1991-05-24,F,1.0
2897,69652660357,271516,2013-04-10,2,6,5,226,1248.65,e-Shop,Home and kitchen,Furnishing,1987-06-12,M,1.0
2898,27083514629,273105,2013-03-10,5,3,1,1088,1202.24,e-Shop,Electronics,Computers,1977-09-01,F,1.0
2899,19132947890,271398,2013-03-10,5,3,4,426,1882.92,TeleShop,Electronics,Computers,1988-03-29,M,2.0
2900,23031315852,271213,2013-03-10,4,2,4,410,1812.2,e-Shop,Footwear,Kids,1976-08-28,M,4.0
2901,22979102640,268021,2013-03-10,1,1,4,1013,4477.46,e-Shop,Clothing,Women,1971-10-18,F,10.0
2902,26072591434,273752,2013-03-10,3,1,5,310,1712.75,TeleShop,Clothing,Kids,1991-05-23,M,8.0
2903,5689364332,275096,2013-03-10,4,1,2,1144,2528.24,Flagship store,Clothing,Mens,1975-10-17,F,10.0
2904,51012356412,267268,2013-03-10,1,4,3,601,1992.315,TeleShop,Bags,Mens,1985-12-21,M,8.0
2905,60338341222,268159,2013-03-10,3,1,1,318,351.39,e-Shop,Clothing,Kids,1970-01-08,F,8.0
2906,32920968228,273924,2013-03-10,12,5,5,1287,7110.675,e-Shop,Books,Academic,1971-07-09,F,7.0
2907,54442568243,274219,2013-03-10,2,6,-1,-1337,-1477.385,MBR,Home and kitchen,Furnishing,1974-01-24,M,8.0
2908,16064447385,271762,2013-03-10,2,6,4,1231,5441.02,MBR,Home and kitchen,Furnishing,1976-09-06,M,4.0
2909,45908136480,274351,2013-03-10,10,6,5,900,4972.5,e-Shop,Home and kitchen,Kitchen,1990-04-27,M,9.0
2910,34309329882,271363,2013-03-10,10,6,3,219,725.985,MBR,Home and kitchen,Kitchen,1975-11-22,F,9.0
2911,6236454874,267962,2013-03-10,3,1,2,934,2064.14,TeleShop,Clothing,Kids,1973-07-12,M,9.0
2912,41698607381,267637,2013-03-10,4,4,1,602,665.21,MBR,Bags,Women,1973-04-07,F,4.0
2913,89470887722,270681,2013-03-10,10,6,1,684,755.82,e-Shop,Home and kitchen,Kitchen,1988-08-06,M,6.0
2914,65574165288,266918,2013-03-10,4,4,2,1082,2391.22,e-Shop,Bags,Women,1976-09-23,M,2.0
2915,85938756856,269233,2013-03-10,7,5,-3,-837,-2774.655,MBR,Books,Fiction,1981-12-20,M,9.0
2916,85194296182,272262,2013-03-10,10,3,2,1241,2742.61,e-Shop,Electronics,Audio and video,1984-09-17,M,3.0
2917,36845370231,274234,2013-02-10,3,2,3,231,765.765,e-Shop,Footwear,Women,1986-09-19,F,10.0
2918,59246331147,274541,2013-02-10,3,5,2,1120,2475.2,e-Shop,Books,Comics,1983-04-10,M,8.0
2919,60363883553,275070,2013-02-10,7,5,-2,-597,-1319.37,e-Shop,Books,Fiction,1985-10-01,M,8.0
2920,38085374440,267160,2013-02-10,10,5,2,1402,3098.42,e-Shop,Books,Non-Fiction,1974-01-19,M,3.0
2921,53218301514,268514,2013-02-10,4,4,3,842,2791.23,TeleShop,Bags,Women,1986-05-02,M,8.0
2922,51648515126,271268,2013-02-10,11,5,4,993,4389.06,Flagship store,Books,Children,1975-10-23,F,4.0
2923,16919509871,274456,2013-02-10,4,2,3,633,2098.395,e-Shop,Footwear,Kids,1986-10-28,M,4.0
2924,26419259549,273968,2013-02-10,1,2,-3,-825,-2734.875,MBR,Footwear,Mens,1983-05-04,F,3.0
2925,59592937099,270597,2013-02-10,12,6,-4,-1112,-4915.04,TeleShop,Home and kitchen,Tools,1981-02-21,M,2.0
2926,45624427169,273781,2013-02-10,12,6,2,638,1409.98,Flagship store,Home and kitchen,Tools,1971-04-28,F,3.0
2927,58142802235,273314,2013-02-10,12,5,1,192,212.16,e-Shop,Books,Academic,1981-06-06,F,7.0
2928,90579853236,267830,2013-02-10,2,6,3,1044,3460.86,e-Shop,Home and kitchen,Furnishing,1973-12-06,M,8.0
2929,98577349267,266975,2013-02-10,5,3,4,1035,4574.7,e-Shop,Electronics,Computers,1972-09-27,M,4.0
2930,81925916982,275194,2013-02-10,4,2,2,464,1025.44,e-Shop,Footwear,Kids,1987-11-18,M,10.0
2931,73341822671,274281,2013-02-10,12,5,3,1313,4352.595,TeleShop,Books,Academic,1972-09-05,F,5.0
2932,66288752252,274862,2013-02-10,4,2,-5,-1185,-6547.125,Flagship store,Footwear,Kids,1983-07-04,M,5.0
2933,78087609980,269860,2013-02-10,10,3,3,508,1684.02,MBR,Electronics,Audio and video,1977-11-17,F,8.0
2934,81242487633,271184,2013-02-10,10,5,3,738,2446.47,Flagship store,Books,Non-Fiction,1981-08-07,F,4.0
2935,88932960832,274428,2013-02-10,4,3,2,807,1783.47,Flagship store,Electronics,Mobiles,1982-05-26,F,3.0
2936,85442546679,271344,2013-02-10,4,4,3,234,775.71,MBR,Bags,Women,1970-01-29,F,5.0
2937,63960481774,269245,2013-02-10,2,6,5,1143,6315.075,e-Shop,Home and kitchen,Furnishing,1971-05-20,M,4.0
2938,83513671488,270828,2013-02-10,3,2,-3,-510,-1690.65,TeleShop,Footwear,Women,1974-01-05,M,2.0
2939,51379975470,273959,2013-01-10,3,5,1,119,131.495,Flagship store,Books,Comics,1982-09-23,F,8.0
2940,49755771032,270146,2013-01-10,4,1,3,1022,3387.93,MBR,Clothing,Mens,1981-11-09,M,8.0
2941,55029971315,268368,2013-01-10,7,5,3,1099,3643.185,TeleShop,Books,Fiction,1990-10-07,M,9.0
2942,5446584680,270616,2013-01-10,11,6,4,1116,4932.72,e-Shop,Home and kitchen,Bath,1988-08-01,M,9.0
2943,4075159127,271040,2013-01-10,1,2,5,733,4049.825,Flagship store,Footwear,Mens,1975-05-11,M,10.0
2944,7113504295,272348,2013-01-10,5,3,4,378,1670.76,e-Shop,Electronics,Computers,1974-11-18,F,10.0
2945,28097602196,271262,2013-01-10,3,5,1,1002,1107.21,e-Shop,Books,Comics,1970-02-21,M,2.0
2946,35607073389,273977,2013-01-10,9,3,4,760,3359.2,Flagship store,Electronics,Cameras,1985-07-25,F,7.0
2947,33597543545,269919,2013-01-10,1,4,3,168,556.92,MBR,Bags,Mens,1970-10-11,M,1.0
2948,6775601148,268526,2013-01-10,4,3,5,133,734.825,e-Shop,Electronics,Mobiles,1990-08-20,M,6.0
2949,40677354698,268173,2013-01-10,10,6,2,730,1613.3,e-Shop,Home and kitchen,Kitchen,1973-05-04,M,8.0
2950,53909388478,273702,2013-01-10,1,1,4,826,3650.92,Flagship store,Clothing,Women,1988-06-22,F,5.0
2951,76904931130,274225,2013-01-10,10,5,1,666,735.93,e-Shop,Books,Non-Fiction,1992-06-12,M,9.0
2952,72708301422,273440,2013-01-10,3,2,3,953,3159.195,TeleShop,Footwear,Women,1972-06-15,M,9.0
2953,97460521600,274901,2013-01-10,4,3,4,346,1529.32,MBR,Electronics,Mobiles,1986-09-23,M,10.0
2954,65541539183,272896,2013-01-10,3,5,1,470,519.35,MBR,Books,Comics,1976-11-01,M,4.0
2955,86439586048,269223,2013-01-10,11,6,5,1112,6143.8,e-Shop,Home and kitchen,Bath,1977-07-18,F,6.0
2956,71923810752,273233,2013-01-10,4,2,5,293,1618.825,e-Shop,Footwear,Kids,1992-11-12,M,2.0
2957,75734374807,274292,2013-01-10,12,6,2,1300,2873.0,e-Shop,Home and kitchen,Tools,1981-08-07,F,2.0
2958,63472415208,269717,2013-01-10,1,2,1,842,930.41,TeleShop,Footwear,Mens,1978-09-22,M,10.0
2959,73535299222,269455,2013-01-10,9,3,2,488,1078.48,Flagship store,Electronics,Cameras,1990-06-28,F,1.0
2960,22271052121,272417,2013-09-30,4,4,5,355,1961.375,MBR,Bags,Women,1987-04-28,F,1.0
2961,18340603689,271834,2013-09-30,10,6,1,1073,1185.665,Flagship store,Home and kitchen,Kitchen,1980-05-12,M,9.0
2962,16107964332,274590,2013-09-30,4,2,1,363,401.115,MBR,Footwear,Kids,1977-04-13,F,2.0
2963,6419159391,268700,2013-09-30,11,5,-3,-1242,-4117.23,Flagship store,Books,Children,1971-08-18,F,3.0
2964,40439389002,267332,2013-09-30,4,3,-5,-1305,-7210.125,MBR,Electronics,Mobiles,1983-03-08,F,1.0
2965,16506162022,272825,2013-09-30,11,6,5,921,5088.525,e-Shop,Home and kitchen,Bath,1984-01-18,F,5.0
2966,31472785116,273051,2013-09-30,12,6,4,385,1701.7,TeleShop,Home and kitchen,Tools,1974-07-03,M,8.0
2967,6815224214,274431,2013-09-30,3,2,1,1080,1193.4,MBR,Footwear,Women,1978-08-10,F,10.0
2968,40820002811,269240,2013-09-30,4,3,4,859,3796.78,e-Shop,Electronics,Mobiles,1992-03-10,F,9.0
2969,14641355069,267738,2013-09-30,4,3,1,310,342.55,MBR,Electronics,Mobiles,1990-08-07,M,4.0
2970,47641191688,274548,2013-09-30,12,5,-1,-315,-348.075,Flagship store,Books,Academic,1976-09-20,F,9.0
2971,41548065485,271605,2013-09-30,1,4,-2,-1265,-2795.65,e-Shop,Bags,Mens,1977-06-20,F,10.0
2972,18783764274,266937,2013-09-30,10,3,4,572,2528.24,Flagship store,Electronics,Audio and video,1992-02-09,F,2.0
2973,40745088690,269484,2013-09-30,12,6,-3,-175,-580.125,e-Shop,Home and kitchen,Tools,1985-10-09,F,2.0
2974,67328267881,269303,2013-09-30,7,5,3,710,2353.65,MBR,Books,Fiction,1982-03-03,F,2.0
2975,77942412460,270678,2013-09-30,1,4,5,769,4248.725,e-Shop,Bags,Mens,1970-08-06,F,4.0
2976,76555713508,275148,2013-09-30,11,6,5,456,2519.4,MBR,Home and kitchen,Bath,1971-09-03,F,4.0
2977,83103966777,270906,2013-09-30,12,6,3,115,381.225,Flagship store,Home and kitchen,Tools,1977-11-21,F,3.0
2978,29891983906,267301,2013-09-29,10,5,1,229,253.045,MBR,Books,Non-Fiction,1973-07-19,F,2.0
2979,48444543612,271982,2013-09-29,8,3,-3,-461,-1528.215,TeleShop,Electronics,Personal Appliances,1976-08-10,M,8.0
2980,18132085935,272515,2013-09-29,3,1,2,937,2070.77,TeleShop,Clothing,Kids,1991-06-21,M,8.0
2981,28994562054,273726,2013-09-29,3,1,5,574,3171.35,e-Shop,Clothing,Kids,1975-06-04,F,1.0
2982,28574101356,267212,2013-09-29,4,4,2,609,1345.89,e-Shop,Bags,Women,1983-06-15,F,9.0
2983,28905805659,274251,2013-09-29,11,6,-4,-1256,-5551.52,e-Shop,Home and kitchen,Bath,1973-02-05,M,5.0
2984,8513108042,273453,2013-09-29,8,3,5,1410,7790.25,e-Shop,Electronics,Personal Appliances,1989-05-17,M,8.0
2985,53778481584,272358,2013-09-29,4,2,3,753,2496.195,Flagship store,Footwear,Kids,1989-10-03,M,7.0
2986,36277165625,274376,2013-09-29,6,5,2,276,609.96,e-Shop,Books,DIY,1991-05-24,F,1.0
2987,59701686660,268815,2013-09-29,7,5,3,1498,4965.87,Flagship store,Books,Fiction,1975-06-26,M,3.0
2988,95812246656,273106,2013-09-29,8,3,2,298,658.58,TeleShop,Electronics,Personal Appliances,1970-03-23,F,2.0
2989,73174124501,268790,2013-09-29,4,1,2,423,934.83,TeleShop,Clothing,Mens,1983-01-27,M,8.0
2990,69203630637,274361,2013-09-29,10,5,1,396,437.58,TeleShop,Books,Non-Fiction,1979-02-18,F,2.0
2991,66288752252,274862,2013-09-29,4,2,5,1185,6547.125,Flagship store,Footwear,Kids,1983-07-04,M,5.0
2992,73975278352,269155,2013-09-29,4,3,4,447,1975.74,MBR,Electronics,Mobiles,1992-01-28,M,6.0
2993,97980633403,269925,2013-09-29,12,6,5,1272,7027.8,e-Shop,Home and kitchen,Tools,1974-05-07,M,5.0
2994,83087704808,266940,2013-09-29,8,3,5,757,4182.425,e-Shop,Electronics,Personal Appliances,1979-03-16,F,8.0
2995,90311563724,267644,2013-09-29,4,1,5,402,2221.05,e-Shop,Clothing,Mens,1981-02-02,F,7.0
2996,69911541233,271788,2013-09-29,2,6,3,287,951.405,e-Shop,Home and kitchen,Furnishing,1988-11-25,M,5.0
2997,71278234450,267103,2013-09-29,11,6,1,370,408.85,Flagship store,Home and kitchen,Bath,1987-03-05,M,8.0
2998,50083772343,268344,2013-09-28,11,6,5,114,629.85,e-Shop,Home and kitchen,Bath,1988-07-01,M,7.0
2999,26419259549,273968,2013-09-28,1,2,3,825,2734.875,MBR,Footwear,Mens,1983-05-04,F,3.0
3000,61047246646,268500,2013-09-28,12,5,1,1103,1218.815,e-Shop,Books,Academic,1971-04-13,F,7.0
3001,47641191688,274548,2013-09-28,12,5,1,315,348.075,Flagship store,Books,Academic,1976-09-20,F,9.0
3002,42996647458,274385,2013-09-28,9,3,5,715,3950.375,Flagship store,Electronics,Cameras,1987-06-08,M,9.0
3003,51769480508,274655,2013-09-28,6,5,4,1350,5967.0,MBR,Books,DIY,1981-12-03,M,9.0
3004,41011646061,271118,2013-09-28,10,6,4,263,1162.46,MBR,Home and kitchen,Kitchen,1979-02-18,M,3.0
3005,32816124423,269640,2013-09-28,10,5,2,718,1586.78,Flagship store,Books,Non-Fiction,1970-04-29,M,7.0
3006,33762870289,273931,2013-09-28,1,2,4,1483,6554.86,TeleShop,Footwear,Mens,1981-12-16,M,4.0
3007,51749142627,268345,2013-09-28,2,6,5,1266,6994.65,Flagship store,Home and kitchen,Furnishing,1985-05-10,M,5.0
3008,36241947327,267903,2013-09-28,6,5,2,312,689.52,TeleShop,Books,DIY,1990-02-08,M,7.0
3009,44966048632,269242,2013-09-28,1,1,4,382,1688.44,e-Shop,Clothing,Women,1982-03-23,F,1.0
3010,54442568243,274219,2013-09-28,2,6,1,1337,1477.385,MBR,Home and kitchen,Furnishing,1974-01-24,M,8.0
3011,15107557669,270293,2013-09-28,11,5,4,467,2064.14,e-Shop,Books,Children,1983-07-22,M,4.0
3012,54251889351,267740,2013-09-28,10,5,-3,-542,-1796.73,MBR,Books,Non-Fiction,1977-01-21,M,2.0
3013,40745088690,269484,2013-09-28,12,6,3,175,580.125,e-Shop,Home and kitchen,Tools,1985-10-09,F,2.0
3014,22360421644,271358,2013-09-28,12,6,1,1178,1301.69,MBR,Home and kitchen,Tools,1991-03-16,M,10.0
3015,62574338044,272006,2013-09-28,10,5,2,145,320.45,e-Shop,Books,Non-Fiction,1989-06-12,F,4.0
3016,9631601808,269205,2013-09-28,6,5,1,809,893.945,TeleShop,Books,DIY,1984-03-05,M,2.0
3017,88073541494,274181,2013-09-28,10,6,1,334,369.07,Flagship store,Home and kitchen,Kitchen,1980-04-19,M,5.0
3018,65454256888,274769,2013-09-28,1,4,2,1362,3010.02,TeleShop,Bags,Mens,1976-12-10,F,3.0
3019,95538956889,272939,2013-09-28,1,2,5,516,2850.9,e-Shop,Footwear,Mens,1975-09-20,M,5.0
3020,99074283766,267442,2013-09-28,7,5,3,420,1392.3,e-Shop,Books,Fiction,1989-06-16,M,7.0
3021,93457282663,273507,2013-09-28,4,2,-3,-969,-3212.235,e-Shop,Footwear,Kids,1987-06-09,M,8.0
3022,78708352529,268565,2013-09-28,2,6,2,538,1188.98,MBR,Home and kitchen,Furnishing,1986-07-02,F,4.0
3023,79660093215,270612,2013-09-28,10,6,5,711,3928.275,TeleShop,Home and kitchen,Kitchen,1979-01-06,F,1.0
3024,93113163063,273395,2013-09-28,4,3,5,732,4044.3,TeleShop,Electronics,Mobiles,1978-05-24,M,3.0
3025,97645160990,274759,2013-09-28,10,6,4,1143,5052.06,MBR,Home and kitchen,Kitchen,1974-02-27,M,7.0
3026,99405618125,272494,2013-09-28,11,6,-2,-1458,-3222.18,e-Shop,Home and kitchen,Bath,1980-06-26,M,7.0
3027,28905805659,274251,2013-09-27,11,6,4,1256,5551.52,e-Shop,Home and kitchen,Bath,1973-02-05,M,5.0
3028,5016742567,268732,2013-09-27,7,5,2,319,704.99,TeleShop,Books,Fiction,1970-05-06,M,2.0
3029,2130773353,274647,2013-09-27,10,5,3,436,1445.34,e-Shop,Books,Non-Fiction,1977-07-04,F,5.0
3030,38711229257,269629,2013-09-27,1,1,5,935,5165.875,MBR,Clothing,Women,1972-10-05,M,6.0
3031,14570529203,274551,2013-09-27,4,3,2,515,1138.15,e-Shop,Electronics,Mobiles,1971-05-06,M,3.0
3032,31098889224,267652,2013-09-27,10,6,2,917,2026.57,e-Shop,Home and kitchen,Kitchen,1980-06-08,F,6.0
3033,13084503116,274175,2013-09-27,11,6,3,847,2807.805,e-Shop,Home and kitchen,Bath,1978-07-16,M,2.0
3034,1017044430,269857,2013-09-27,10,6,3,277,918.255,e-Shop,Home and kitchen,Kitchen,1980-11-01,M,10.0
3035,43167652327,271671,2013-09-27,4,4,4,1109,4901.78,Flagship store,Bags,Women,1986-09-26,F,9.0
3036,30612133657,272411,2013-09-27,9,3,3,809,2681.835,Flagship store,Electronics,Cameras,1981-12-26,M,9.0
3037,59547158614,269388,2013-09-27,1,4,2,396,875.16,e-Shop,Bags,Mens,1975-11-14,M,3.0
3038,42823875095,271668,2013-09-27,11,5,1,844,932.62,MBR,Books,Children,1974-09-06,F,8.0
3039,4848636401,272573,2013-09-27,9,3,1,1461,1614.405,MBR,Electronics,Cameras,1974-12-20,M,8.0
3040,24499713342,273992,2013-09-27,5,3,4,394,1741.48,TeleShop,Electronics,Computers,1981-09-29,M,8.0
3041,1853454901,272857,2013-09-27,1,4,1,837,924.885,e-Shop,Bags,Mens,1976-09-25,M,3.0
3042,70060266406,274265,2013-09-27,1,1,2,958,2117.18,MBR,Clothing,Women,1987-12-28,M,9.0
3043,74852226281,269694,2013-09-27,12,5,3,1133,3755.895,MBR,Books,Academic,1992-03-14,M,2.0
3044,83841315117,275130,2013-09-27,10,3,2,832,1838.72,e-Shop,Electronics,Audio and video,1990-09-29,M,10.0
3045,91507094326,270462,2013-09-27,10,3,1,1459,1612.195,MBR,Electronics,Audio and video,1974-10-22,F,4.0
3046,75960776767,274615,2013-09-27,6,5,5,884,4884.1,MBR,Books,DIY,1991-07-08,F,7.0
3047,54251889351,267740,2013-09-26,10,5,3,542,1796.73,MBR,Books,Non-Fiction,1977-01-21,M,2.0
3048,49262381351,268933,2013-09-26,9,3,1,1306,1443.13,e-Shop,Electronics,Cameras,1976-10-10,F,10.0
3049,26019840554,269188,2013-09-26,11,5,4,472,2086.24,e-Shop,Books,Children,1976-02-04,F,2.0
3050,4510550124,273763,2013-09-26,1,1,4,504,2227.68,e-Shop,Clothing,Women,1990-07-26,F,3.0
3051,2315144168,270437,2013-09-26,2,6,3,664,2201.16,e-Shop,Home and kitchen,Furnishing,1988-04-28,F,6.0
3052,54647393040,270100,2013-09-26,5,3,2,839,1854.19,e-Shop,Electronics,Computers,1977-01-15,M,9.0
3053,4791915006,268582,2013-09-26,1,4,5,503,2779.075,MBR,Bags,Mens,1975-01-03,M,1.0
3054,61156325386,273175,2013-09-26,1,4,3,763,2529.345,e-Shop,Bags,Mens,1974-05-03,F,8.0
3055,51911769858,267657,2013-09-26,6,5,3,1069,3543.735,e-Shop,Books,DIY,1970-01-29,F,7.0
3056,25380336310,269586,2013-09-26,11,5,5,410,2265.25,e-Shop,Books,Children,1978-06-21,M,9.0
3057,56320864986,272518,2013-09-26,4,4,3,1254,4157.01,Flagship store,Bags,Women,1972-10-02,F,9.0
3058,17091238358,271047,2013-09-26,12,5,1,108,119.34,e-Shop,Books,Academic,1992-02-29,M,2.0
3059,49748204648,269563,2013-09-26,4,4,2,239,528.19,e-Shop,Bags,Women,1975-11-09,F,5.0
3060,54267672884,268904,2013-09-26,5,3,5,1161,6414.525,e-Shop,Electronics,Computers,1990-05-25,M,5.0
3061,48444543612,271982,2013-09-26,8,3,3,461,1528.215,TeleShop,Electronics,Personal Appliances,1976-08-10,M,8.0
3062,6440616564,272722,2013-09-26,2,6,-5,-242,-1337.05,TeleShop,Home and kitchen,Furnishing,1992-10-03,M,4.0
3063,66947374667,269388,2013-09-26,12,6,-5,-751,-4149.275,e-Shop,Home and kitchen,Tools,1975-11-14,M,3.0
3064,82809494483,268008,2013-09-26,9,3,4,1129,4990.18,MBR,Electronics,Cameras,1983-06-10,M,1.0
3065,99024917788,270523,2013-09-26,1,4,5,635,3508.375,TeleShop,Bags,Mens,1982-10-27,F,9.0
3066,85938756856,269233,2013-09-26,7,5,3,837,2774.655,MBR,Books,Fiction,1981-12-20,M,9.0
3067,98292937128,270554,2013-09-26,3,2,5,1369,7563.725,Flagship store,Footwear,Women,1974-07-19,F,2.0
3068,92212740066,271422,2013-09-26,10,6,5,1382,7635.55,MBR,Home and kitchen,Kitchen,1989-01-25,F,8.0
3069,83741087070,274952,2013-09-26,4,3,1,621,686.205,MBR,Electronics,Mobiles,1981-12-10,F,2.0
3070,99963516507,273791,2013-09-26,12,5,-2,-1053,-2327.13,Flagship store,Books,Academic,1974-11-21,F,8.0
3071,41406844924,275247,2013-09-25,4,2,3,346,1146.99,Flagship store,Footwear,Kids,1984-10-19,F,4.0
3072,7981202706,268220,2013-09-25,9,3,1,1036,1144.78,MBR,Electronics,Cameras,1978-11-22,M,10.0
3073,26996933294,273503,2013-09-25,4,1,1,502,554.71,e-Shop,Clothing,Mens,1983-06-10,F,8.0
3074,40667882719,272143,2013-09-25,3,2,4,142,627.64,e-Shop,Footwear,Women,1992-10-28,F,3.0
3075,26345592006,270657,2013-09-25,12,6,4,113,499.46,e-Shop,Home and kitchen,Tools,1979-10-12,F,8.0
3076,30190433487,273319,2013-09-25,1,2,5,83,458.575,e-Shop,Footwear,Mens,1991-09-23,M,10.0
3077,44103159566,272893,2013-09-25,4,1,-4,-958,-4234.36,e-Shop,Clothing,Mens,1971-08-12,M,10.0
3078,45329886598,269162,2013-09-25,4,4,1,1057,1167.985,Flagship store,Bags,Women,1989-05-29,M,3.0
3079,60363883553,275070,2013-09-25,7,5,2,597,1319.37,e-Shop,Books,Fiction,1985-10-01,M,8.0
3080,59897499801,268723,2013-09-25,10,3,3,1026,3401.19,e-Shop,Electronics,Audio and video,1991-07-17,F,6.0
3081,16659461071,272192,2013-09-25,7,5,1,1159,1280.695,e-Shop,Books,Fiction,1971-12-10,F,3.0
3082,28387222066,270937,2013-09-25,1,4,2,1329,2937.09,MBR,Bags,Mens,1976-05-27,F,3.0
3083,31937858775,266883,2013-09-25,10,3,-4,-468,-2068.56,MBR,Electronics,Audio and video,1984-07-23,F,10.0
3084,46228616917,267970,2013-09-25,3,5,4,1166,5153.72,Flagship store,Books,Comics,1976-07-12,M,2.0
3085,16496038387,271031,2013-09-25,5,3,2,718,1586.78,Flagship store,Electronics,Computers,1970-06-09,F,2.0
3086,39220297054,272559,2013-09-25,6,5,1,410,453.05,Flagship store,Books,DIY,1979-07-18,F,1.0
3087,71624037243,272248,2013-09-25,1,1,4,150,663.0,e-Shop,Clothing,Women,1972-10-04,M,7.0
3088,84766723236,268830,2013-09-25,6,5,3,950,3149.25,TeleShop,Books,DIY,1991-10-03,M,7.0
3089,81146508695,269859,2013-09-25,1,4,-3,-323,-1070.745,e-Shop,Bags,Mens,1974-02-02,F,5.0
3090,66947374667,269388,2013-09-25,12,6,5,751,4149.275,e-Shop,Home and kitchen,Tools,1975-11-14,M,3.0
3091,83915036768,272230,2013-09-25,10,5,1,271,299.455,Flagship store,Books,Non-Fiction,1990-04-28,M,3.0
3092,79512431721,268826,2013-09-25,3,5,-4,-1295,-5723.9,TeleShop,Books,Comics,1986-10-11,F,9.0
3093,99514449468,272494,2013-09-25,3,5,-2,-1496,-3306.16,MBR,Books,Comics,1980-06-26,M,7.0
3094,82032879362,272363,2013-09-25,6,5,3,1147,3802.305,TeleShop,Books,DIY,1985-04-13,F,8.0
3095,99819139865,268731,2013-09-25,4,2,1,918,1014.39,TeleShop,Footwear,Kids,1972-09-25,M,8.0
3096,29319340656,268698,2013-09-24,10,5,5,549,3033.225,Flagship store,Books,Non-Fiction,1971-10-04,M,5.0
3097,62903474498,273785,2013-09-24,12,6,5,307,1696.175,MBR,Home and kitchen,Tools,1988-01-22,M,5.0
3098,26739409431,266799,2013-09-24,10,5,2,203,448.63,e-Shop,Books,Non-Fiction,1970-03-16,F,5.0
3099,35447491388,273076,2013-09-24,10,3,5,1499,8281.975,MBR,Electronics,Audio and video,1977-04-28,F,5.0
3100,2145168048,269859,2013-09-24,12,6,4,353,1560.26,e-Shop,Home and kitchen,Tools,1974-02-02,F,5.0
3101,20769204964,269650,2013-09-24,3,5,3,1094,3626.61,e-Shop,Books,Comics,1985-12-26,M,5.0
3102,6440616564,272722,2013-09-24,2,6,-5,-242,-1337.05,TeleShop,Home and kitchen,Furnishing,1992-10-03,M,4.0
3103,34627916943,269363,2013-09-24,7,5,1,1255,1386.775,Flagship store,Books,Fiction,1980-06-22,F,1.0
3104,3462932739,267555,2013-09-24,11,5,1,823,909.415,Flagship store,Books,Children,1984-11-22,M,1.0
3105,5619481894,273823,2013-09-24,1,2,5,1099,6071.975,MBR,Footwear,Mens,1973-09-04,M,9.0
3106,49231329383,270268,2013-09-24,3,2,2,556,1228.76,e-Shop,Footwear,Women,1987-04-11,F,8.0
3107,44103159566,272893,2013-09-24,4,1,4,958,4234.36,e-Shop,Clothing,Mens,1971-08-12,M,10.0
3108,34406035896,271705,2013-09-24,1,4,1,1266,1398.93,e-Shop,Bags,Mens,1980-11-15,M,10.0
3109,29135682727,269249,2013-09-24,12,5,1,1369,1512.745,Flagship store,Books,Academic,1991-06-14,M,2.0
3110,38998495330,271988,2013-09-24,11,5,4,1413,6245.46,TeleShop,Books,Children,1976-04-28,F,2.0
3111,39286855809,272299,2013-09-24,6,5,2,457,1009.97,e-Shop,Books,DIY,1984-07-04,F,4.0
3112,22972051563,272079,2013-09-24,3,1,2,384,848.64,TeleShop,Clothing,Kids,1987-09-09,M,2.0
3113,3587135409,267528,2013-09-24,4,2,3,1062,3520.53,e-Shop,Footwear,Kids,1985-09-14,F,2.0
3114,69413762686,273734,2013-09-24,12,5,3,796,2638.74,e-Shop,Books,Academic,1987-11-07,F,9.0
3115,84468392583,269634,2013-09-24,8,3,2,110,243.1,e-Shop,Electronics,Personal Appliances,1985-03-22,F,2.0
3116,79512431721,268826,2013-09-24,3,5,4,1295,5723.9,TeleShop,Books,Comics,1986-10-11,F,9.0
3117,86031572194,270976,2013-09-24,12,5,1,1137,1256.385,MBR,Books,Academic,1982-11-28,M,7.0
3118,90982161253,273552,2013-09-24,1,1,5,586,3237.65,Flagship store,Clothing,Women,1987-06-22,F,10.0
3119,89664094757,271218,2013-09-24,3,2,1,645,712.725,e-Shop,Footwear,Women,1977-06-06,F,4.0
3120,72495172898,274376,2013-09-24,2,6,5,155,856.375,MBR,Home and kitchen,Furnishing,1991-05-24,F,1.0
3121,77233162892,271825,2013-09-24,12,6,2,180,397.8,TeleShop,Home and kitchen,Tools,1992-02-07,F,1.0
3122,65233653216,267093,2013-09-24,1,1,4,748,3306.16,MBR,Clothing,Women,1989-06-21,F,9.0
3123,90729057610,268732,2013-09-24,5,3,5,638,3524.95,e-Shop,Electronics,Computers,1970-05-06,M,2.0
3124,90779859754,270076,2013-09-24,8,3,2,608,1343.68,e-Shop,Electronics,Personal Appliances,1977-08-16,M,2.0
3125,54443416750,270949,2013-09-23,11,6,5,346,1911.65,e-Shop,Home and kitchen,Bath,1990-12-09,M,9.0
3126,40439389002,267332,2013-09-23,4,3,5,1305,7210.125,MBR,Electronics,Mobiles,1983-03-08,F,1.0
